EmployeeID,Gender,Age,BusinessTravel,Department,DistanceFromHome (KM),State,Ethnicity,EducationField,JobRole,MaritalStatus,Salary,StockOptionLevel,OverTime,Attrition,YearsAtCompany,YearsInMostRecentRole,YearsSinceLastPromotion,YearsWithCurrManager,EducationLevel,AgeGroup
90EB-69E4,Female,23,Some Travel,Technology,31,CA,Asian or Asian American,Computer Science,Data Scientist,Single,49543,0,No,No,4,3,3,1,Bachelors ,Below_Average
97F7-5710,Female,25,Frequent Traveller,Technology,4,CA,Asian or Asian American,Information Systems,Engineering Manager,Married,199034,0,Yes,No,4,4,4,4,Doctorate,Below_Average
A862-3880,Male,22,Some Travel,Technology,10,CA,Black or African American,Computer Science,Senior Software Engineer,Married,66552,1,Yes,No,4,1,2,0,Bachelors ,Below_Average
B670-21B2,Male,24,Frequent Traveller,Sales,3,CA,White,Marketing,Sales Executive,Single,70546,0,Yes,No,3,2,2,0,Masters ,Below_Average
D933-AAC4,Non-Binary,42,Some Travel,Technology,33,CA,Asian or Asian American,Computer Science,Engineering Manager,Married,213191,2,No,No,3,0,1,2,Masters ,Above_Avergae
FA48-B743,Non-Binary,21,Frequent Traveller,Technology,29,IL,Asian or Asian American,Computer Science,Data Scientist,Divorced,64887,1,No,No,3,3,3,0,Bachelors ,Below_Average
4FBA-4591,Female,42,Some Travel,Sales,20,CA,Black or African American,Marketing,Sales Executive,Married,241646,3,Yes,No,3,0,1,3,Masters ,Above_Avergae
1EEB-ABF7,Female,22,Some Travel,Technology,31,IL,Asian or Asian American,Computer Science,Software Engineer,Divorced,43588,2,No,No,3,2,3,2,No Formal Qualifications,Below_Average
37EE-004B,Female,22,Some Travel,Technology,29,CA,White,Information Systems,Data Scientist,Divorced,28790,1,No,Yes,3,1,1,2,Bachelors ,Below_Average
78C8-02B8,Female,22,Some Travel,Technology,26,CA,Mixed or multiple ethnic groups,Information Systems,Software Engineer,Single,24208,0,No,No,3,1,3,2,Bachelors ,Below_Average
0FBB-4ABE,Male,24,Some Travel,Technology,16,CA,American Indian or Alaska Native,Computer Science,Senior Software Engineer,Married,82174,2,No,No,3,2,2,3,Masters ,Below_Average
B98B-4689,Non-Binary,22,Frequent Traveller,Sales,28,NY,Mixed or multiple ethnic groups,Marketing,Sales Executive,Married,39845,2,No,Yes,1,0,0,0,Masters ,Below_Average
E676-215C,Female,21,No Travel ,Sales,21,CA,White,Marketing,Sales Executive,Married,69402,1,No,No,3,1,3,0,Bachelors ,Below_Average
C2BF-D441,Female,47,Frequent Traveller,Technology,37,NY,Black or African American,Computer Science,Analytics Manager,Divorced,350101,1,No,No,3,0,1,0,Bachelors ,Above_Avergae
656C-09EA,Female,24,Some Travel,Technology,20,NY,Black or African American,Information Systems,Senior Software Engineer,Married,52850,1,No,No,3,3,3,0,Bachelors ,Below_Average
CF5D-0E32,Male,21,Frequent Traveller,Technology,36,CA,American Indian or Alaska Native,Computer Science,Software Engineer,Divorced,22462,1,Yes,No,3,2,2,3,Bachelors ,Below_Average
284C-8CB0,Male,22,Frequent Traveller,Technology,15,NY,American Indian or Alaska Native,Computer Science,Software Engineer,Single,40115,0,No,No,3,3,3,0,Masters ,Below_Average
2796-828F,Male,22,No Travel ,Sales,17,CA,Mixed or multiple ethnic groups,Marketing,Sales Executive,Married,58270,1,No,No,3,1,1,1,Bachelors ,Below_Average
0A4E-1A4A,Male,22,No Travel ,Sales,14,CA,Mixed or multiple ethnic groups,Technical Degree,Sales Executive,Single,53014,0,Yes,No,3,3,3,0,Bachelors ,Below_Average
D471-4BFF,Male,24,Frequent Traveller,Sales,9,NY,Black or African American,Marketing,Sales Executive,Single,45410,0,No,No,3,3,3,1,Bachelors ,Below_Average
E268-61EB,Female,21,Some Travel,Technology,39,CA,Asian or Asian American,Computer Science,Software Engineer,Married,54130,3,Yes,Yes,2,1,1,2,Masters ,Below_Average
DE22-FB63,Female,22,Some Travel,Technology,2,CA,Mixed or multiple ethnic groups,Information Systems,Software Engineer,Single,24422,0,No,Yes,1,0,0,1,No Formal Qualifications,Below_Average
1BCC-100B,Male,49,Frequent Traveller,Technology,43,NY,Other ,Computer Science,Machine Learning Engineer,Divorced,248115,2,No,No,3,2,3,3,High School ,Above_Avergae
4A0E-3728,Female,28,No Travel ,Human Resources,4,IL,White,Economics,HR Executive,Married,152909,1,No,No,3,1,3,2,Doctorate,Below_Average
4FD5-CC71,Female,22,Some Travel,Technology,31,CA,Black or African American,Information Systems,Software Engineer,Married,75738,3,Yes,Yes,3,1,2,0,Masters ,Below_Average
2A9F-6BD2,Male,29,Some Travel,Sales,39,NY,White,Marketing,Sales Executive,Divorced,183768,1,Yes,No,3,3,3,0,No Formal Qualifications,Above_Avergae
FAD6-EAA3,Male,23,Some Travel,Technology,27,CA,Mixed or multiple ethnic groups,Information Systems,Machine Learning Engineer,Divorced,47046,2,Yes,No,3,2,2,1,Masters ,Below_Average
70CB-4A9B,Non-Binary,24,Some Travel,Technology,2,CA,Black or African American,Information Systems,Data Scientist,Married,28797,3,Yes,No,3,0,2,1,No Formal Qualifications,Below_Average
4236-4F51,Male,21,No Travel ,Technology,42,CA,White,Computer Science,Data Scientist,Married,57118,3,No,No,3,1,3,0,Bachelors ,Below_Average
0C6D-2825,Male,21,Some Travel,Technology,30,CA,White,Computer Science,Software Engineer,Divorced,37164,1,Yes,No,3,3,3,3,Bachelors ,Below_Average
24DD-6D7C,Female,24,Some Travel,Technology,34,IL,Mixed or multiple ethnic groups,Computer Science,Machine Learning Engineer,Married,78242,1,No,No,3,0,3,2,Bachelors ,Below_Average
3CFD-6622,Female,40,Frequent Traveller,Technology,19,CA,Black or African American,Information Systems,Analytics Manager,Single,513325,0,No,No,3,0,0,1,Bachelors ,Above_Avergae
F72A-48DD,Non-Binary,23,Some Travel,Technology,7,CA,White,Information Systems,Data Scientist,Single,27360,0,No,No,3,2,3,3,No Formal Qualifications,Below_Average
1799-5B3F,Male,24,Some Travel,Sales,21,CA,Black or African American,Marketing,Sales Executive,Married,85118,3,No,Yes,0,0,0,0,Masters ,Below_Average
EDC5-6FB7,Female,35,Some Travel,Sales,36,CA,Black or African American,Marketing,Manager,Single,396470,0,No,No,3,3,3,2,Masters ,Above_Avergae
8291-DE04,Non-Binary,23,Frequent Traveller,Technology,26,CA,White,Information Systems,Data Scientist,Single,31342,0,No,No,3,0,3,0,High School ,Below_Average
0C37-B7CF,Male,22,Some Travel,Technology,18,NY,White,Information Systems,Senior Software Engineer,Married,68743,0,No,No,3,0,3,1,Masters ,Below_Average
E480-FF03,Male,22,No Travel ,Technology,13,CA,Mixed or multiple ethnic groups,Computer Science,Senior Software Engineer,Married,68629,1,No,No,3,1,1,0,Doctorate,Below_Average
18CE-8F30,Female,31,Some Travel,Sales,38,CA,Black or African American,Marketing,Manager,Married,330940,1,No,No,3,1,3,3,Doctorate,Above_Avergae
7F5B-92AD,Male,27,Some Travel,Technology,43,CA,White,Computer Science,Senior Software Engineer,Single,105702,0,No,No,3,3,3,1,Masters ,Below_Average
676C-C884,Female,24,Some Travel,Technology,17,IL,Mixed or multiple ethnic groups,Information Systems,Software Engineer,Married,26937,1,No,No,3,2,2,1,Bachelors ,Below_Average
B56D-46CE,Female,36,Some Travel,Sales,20,IL,Mixed or multiple ethnic groups,Economics,Sales Executive,Divorced,220472,1,No,No,3,1,1,0,Masters ,Above_Avergae
6B5B-8080,Female,24,Frequent Traveller,Technology,26,CA,Native Hawaiian ,Other,Software Engineer,Divorced,35885,2,No,No,3,1,2,2,Masters ,Below_Average
C62F-44EF,Female,39,Frequent Traveller,Human Resources,25,CA,Black or African American,Economics,HR Business Partner,Married,349233,1,No,No,3,0,2,0,Bachelors ,Above_Avergae
1E4A-5810,Female,35,Frequent Traveller,Technology,28,CA,Mixed or multiple ethnic groups,Computer Science,Machine Learning Engineer,Single,222303,0,No,No,3,0,2,2,Bachelors ,Above_Avergae
3EDA-3BDE,Male,31,Some Travel,Technology,19,CA,White,Information Systems,Engineering Manager,Single,371727,0,No,No,3,2,3,2,No Formal Qualifications,Above_Avergae
7EF0-2BF4,Female,40,Some Travel,Sales,5,NY,White,Marketing,Manager,Married,267834,0,No,No,3,3,3,0,Masters ,Above_Avergae
3DCC-7FA4,Female,34,Frequent Traveller,Sales,30,CA,Mixed or multiple ethnic groups,Marketing,Manager,Married,311448,2,Yes,No,3,1,2,2,High School ,Above_Avergae
E8EF-FA89,Male,24,Some Travel,Technology,33,CA,White,Computer Science,Machine Learning Engineer,Married,81974,3,No,No,3,1,1,1,Bachelors ,Below_Average
3A96-07A5,Female,24,No Travel ,Sales,14,CA,Black or African American,Marketing,Sales Executive,Divorced,52975,1,Yes,No,3,1,3,3,Bachelors ,Below_Average
AE73-B863,Male,32,Some Travel,Sales,15,NY,Mixed or multiple ethnic groups,Technical Degree,Sales Executive,Married,208435,1,No,No,3,1,2,1,Masters ,Above_Avergae
C8FA-B6FE,Male,23,Some Travel,Technology,30,CA,Mixed or multiple ethnic groups,Information Systems,Senior Software Engineer,Single,54171,0,Yes,No,3,2,3,0,Masters ,Below_Average
7269-88EC,Female,28,Frequent Traveller,Technology,31,CA,White,Other,Senior Software Engineer,Single,176282,0,Yes,Yes,2,0,1,0,No Formal Qualifications,Below_Average
3E3B-681D,Male,23,Some Travel,Technology,30,CA,White,Information Systems,Data Scientist,Single,24518,0,No,No,3,2,2,3,High School ,Below_Average
7054-B62C,Male,33,Frequent Traveller,Technology,32,CA,Black or African American,Computer Science,Machine Learning Engineer,Married,188180,0,No,No,3,1,3,3,No Formal Qualifications,Above_Avergae
9756-3EAB,Female,22,Some Travel,Technology,21,IL,Black or African American,Computer Science,Software Engineer,Single,27097,0,No,No,3,3,3,1,Bachelors ,Below_Average
4304-4B4E,Female,29,Some Travel,Sales,8,NY,White,Marketing,Sales Executive,Married,163950,1,No,No,3,3,3,0,Bachelors ,Above_Avergae
4CA1-F139,Male,24,Frequent Traveller,Technology,34,NY,Black or African American,Computer Science,Software Engineer,Single,28484,0,Yes,Yes,1,1,1,1,High School ,Below_Average
8892-77D8,Male,35,Some Travel,Technology,29,CA,Mixed or multiple ethnic groups,Information Systems,Engineering Manager,Divorced,519361,1,Yes,No,3,2,3,1,Bachelors ,Above_Avergae
D061-5CAD,Male,22,No Travel ,Technology,25,CA,White,Business Studies,Software Engineer,Single,31386,0,No,No,3,2,2,1,Masters ,Below_Average
BD94-98E0,Male,21,Frequent Traveller,Technology,37,CA,American Indian or Alaska Native,Other,Software Engineer,Married,32679,1,No,No,3,3,3,2,Masters ,Below_Average
2C0F-AAE2,Non-Binary,35,Some Travel,Technology,19,CA,American Indian or Alaska Native,Information Systems,Senior Software Engineer,Married,187372,0,Yes,No,3,1,1,2,High School ,Above_Avergae
ABB0-9B03,Female,21,Some Travel,Technology,44,NY,Black or African American,Computer Science,Software Engineer,Married,46366,1,No,No,3,0,3,0,Masters ,Below_Average
F2BA-F63A,Male,21,Some Travel,Sales,21,IL,Black or African American,Marketing,Sales Representative,Married,33641,2,No,No,3,0,3,1,Masters ,Below_Average
6543-091E,Male,24,No Travel ,Technology,42,CA,White,Computer Science,Senior Software Engineer,Married,58717,1,No,No,3,0,2,1,Masters ,Below_Average
EAB1-2EB2,Female,21,Some Travel,Technology,8,CA,American Indian or Alaska Native,Business Studies,Data Scientist,Single,36534,0,No,Yes,0,0,0,0,Bachelors ,Below_Average
1158-9E23,Female,41,Some Travel,Technology,22,CA,White,Computer Science,Machine Learning Engineer,Single,235812,0,No,No,3,1,2,2,Bachelors ,Above_Avergae
3476-CA56,Female,24,Some Travel,Sales,16,CA,White,Economics,Sales Representative,Single,25102,0,No,Yes,1,0,0,0,Bachelors ,Below_Average
4CD7-B91C,Male,21,Some Travel,Technology,43,CA,White,Computer Science,Machine Learning Engineer,Single,71698,0,No,No,3,0,3,3,High School ,Below_Average
6BAB-8D77,Male,35,Some Travel,Technology,8,CA,Black or African American,Computer Science,Analytics Manager,Married,405965,1,No,No,3,1,2,0,Masters ,Above_Avergae
FADC-21F2,Female,24,No Travel ,Technology,25,CA,White,Computer Science,Data Scientist,Married,40342,1,Yes,No,3,2,3,1,High School ,Below_Average
2E25-987F,Female,24,Some Travel,Technology,45,CA,Asian or Asian American,Information Systems,Software Engineer,Married,30390,1,No,No,3,0,2,2,Bachelors ,Below_Average
9E8E-F2FF,Female,24,No Travel ,Sales,10,CA,Mixed or multiple ethnic groups,Marketing,Sales Executive,Married,65432,0,No,No,3,1,2,0,Masters ,Below_Average
2637-BDCD,Male,21,Some Travel,Technology,35,IL,Black or African American,Computer Science,Data Scientist,Divorced,51682,1,No,No,3,1,3,0,Bachelors ,Below_Average
342B-0932,Male,21,Some Travel,Technology,18,CA,Asian or Asian American,Computer Science,Software Engineer,Married,29558,1,Yes,No,3,2,3,2,High School ,Below_Average
ACA5-348E,Male,22,Some Travel,Technology,8,CA,Black or African American,Computer Science,Software Engineer,Single,26158,0,No,No,3,0,3,1,Bachelors ,Below_Average
6DEB-F440,Non-Binary,21,Some Travel,Technology,41,CA,Black or African American,Computer Science,Data Scientist,Single,29793,0,Yes,Yes,3,0,0,2,Bachelors ,Below_Average
354B-3BC6,Female,21,Some Travel,Technology,4,NY,White,Business Studies,Software Engineer,Single,67900,0,No,No,3,3,3,2,Bachelors ,Below_Average
C95B-FE97,Male,21,Some Travel,Technology,40,CA,White,Business Studies,Data Scientist,Married,58274,1,No,No,3,3,3,3,Bachelors ,Below_Average
EB81-3E51,Female,41,Some Travel,Technology,18,CA,Mixed or multiple ethnic groups,Information Systems,Senior Software Engineer,Married,268964,1,No,Yes,3,1,1,0,Masters ,Above_Avergae
2D25-CAE8,Male,22,Some Travel,Sales,29,IL,Mixed or multiple ethnic groups,Economics,Sales Executive,Divorced,58992,1,Yes,No,3,3,3,2,High School ,Below_Average
494B-7047,Non-Binary,22,No Travel ,Technology,32,NY,White,Computer Science,Software Engineer,Single,38358,0,No,No,3,2,2,3,High School ,Below_Average
0846-2064,Non-Binary,33,Some Travel,Technology,44,CA,White,Information Systems,Analytics Manager,Single,230945,0,No,No,3,0,2,0,Bachelors ,Above_Avergae
9862-8904,Female,23,Some Travel,Technology,33,CA,Mixed or multiple ethnic groups,Information Systems,Machine Learning Engineer,Divorced,77798,3,No,No,3,2,3,0,High School ,Below_Average
95E0-CCA0,Male,24,Some Travel,Technology,2,NY,Mixed or multiple ethnic groups,Business Studies,Software Engineer,Divorced,32313,2,No,No,3,1,1,2,High School ,Below_Average
68C4-272C,Female,21,No Travel ,Technology,22,NY,Black or African American,Other,Software Engineer,Married,25208,0,Yes,No,3,0,0,1,High School ,Below_Average
0742-C802,Female,24,Frequent Traveller,Technology,30,NY,White,Information Systems,Senior Software Engineer,Married,66110,2,Yes,No,3,2,2,0,Masters ,Below_Average
1D74-2661,Male,23,Frequent Traveller,Technology,34,NY,American Indian or Alaska Native,Computer Science,Software Engineer,Married,43009,0,No,No,3,2,2,1,Bachelors ,Below_Average
F4A3-2126,Male,24,Some Travel,Sales,16,CA,Asian or Asian American,Marketing,Sales Representative,Single,29128,0,Yes,Yes,0,0,0,0,High School ,Below_Average
24FA-A637,Non-Binary,22,Some Travel,Technology,10,NY,Asian or Asian American,Computer Science,Data Scientist,Married,28953,1,No,No,3,1,1,1,Masters ,Below_Average
9071-14B2,Male,31,Some Travel,Technology,25,CA,Black or African American,Business Studies,Machine Learning Engineer,Single,157676,0,No,No,3,0,2,1,Bachelors ,Above_Avergae
9624-0464,Female,45,Frequent Traveller,Technology,4,CA,Native Hawaiian ,Information Systems,Engineering Manager,Divorced,393420,1,No,No,3,1,1,1,Bachelors ,Above_Avergae
7B96-B655,Male,24,No Travel ,Technology,18,NY,Mixed or multiple ethnic groups,Computer Science,Data Scientist,Divorced,104807,1,No,No,3,0,0,1,Bachelors ,Below_Average
DE7D-7757,Female,23,Some Travel,Technology,25,CA,Asian or Asian American,Other,Data Scientist,Divorced,25425,1,No,No,3,1,3,2,High School ,Below_Average
0CFA-28A3,Male,21,Frequent Traveller,Human Resources,42,CA,Black or African American,Other,HR Executive,Married,42303,1,Yes,No,3,2,2,2,Masters ,Below_Average
6828-1F30,Female,46,Some Travel,Sales,8,CA,Mixed or multiple ethnic groups,Marketing,Sales Executive,Married,249505,3,Yes,No,3,2,2,1,Bachelors ,Above_Avergae
A4E5-CE62,Female,23,Some Travel,Technology,1,CA,White,Information Systems,Machine Learning Engineer,Divorced,62324,2,No,No,3,1,3,3,No Formal Qualifications,Below_Average
2926-D386,Male,24,Some Travel,Technology,36,IL,Black or African American,Information Systems,Machine Learning Engineer,Single,93015,0,Yes,No,3,0,2,2,Bachelors ,Below_Average
1FAC-768D,Male,24,Frequent Traveller,Technology,44,CA,White,Computer Science,Software Engineer,Divorced,61230,1,No,No,3,2,3,3,Masters ,Below_Average
60A3-AFA2,Female,23,Some Travel,Technology,20,NY,White,Information Systems,Software Engineer,Divorced,85006,2,No,No,3,2,3,0,Bachelors ,Below_Average
3B11-DF28,Female,23,Frequent Traveller,Technology,28,CA,White,Computer Science,Data Scientist,Single,57133,0,No,Yes,3,0,0,1,High School ,Below_Average
4FAC-96CB,Male,24,Some Travel,Sales,9,CA,White,Marketing,Sales Executive,Divorced,110542,1,No,No,3,3,3,2,Masters ,Below_Average
EFA2-B2D0,Female,21,Some Travel,Technology,2,CA,White,Other,Data Scientist,Single,31254,0,No,No,3,0,1,1,High School ,Below_Average
200B-1979,Male,50,Frequent Traveller,Technology,43,CA,White,Information Systems,Engineering Manager,Divorced,339245,2,No,No,3,0,0,1,Bachelors ,Above_Avergae
8EF9-CECD,Male,23,Some Travel,Technology,35,IL,White,Computer Science,Data Scientist,Single,28704,0,No,No,3,3,3,1,Bachelors ,Below_Average
B5C6-A760,Female,21,Frequent Traveller,Technology,7,CA,White,Computer Science,Machine Learning Engineer,Single,76518,0,No,No,3,1,2,1,Bachelors ,Below_Average
8DB6-5FC6,Female,21,No Travel ,Sales,25,CA,White,Marketing,Sales Executive,Married,69078,1,No,No,3,3,3,3,Bachelors ,Below_Average
AFE1-76D3,Male,21,Some Travel,Technology,30,CA,White,Computer Science,Software Engineer,Married,31624,0,No,No,3,3,3,2,No Formal Qualifications,Below_Average
E927-46D7,Female,22,Some Travel,Technology,14,CA,White,Computer Science,Data Scientist,Married,28989,1,No,No,3,2,2,3,High School ,Below_Average
A859-9A84,Male,23,Some Travel,Technology,26,NY,White,Computer Science,Data Scientist,Divorced,31426,1,No,No,3,1,2,0,High School ,Below_Average
E55D-FCA0,Female,21,Some Travel,Sales,11,NY,White,Economics,Sales Representative,Married,42066,1,No,No,3,3,3,1,No Formal Qualifications,Below_Average
9385-321B,Female,24,Some Travel,Sales,34,CA,White,Economics,Sales Executive,Single,107634,0,No,No,3,2,2,2,No Formal Qualifications,Below_Average
B529-2745,Male,22,No Travel ,Sales,41,CA,White,Marketing,Sales Representative,Single,27961,0,No,No,3,0,1,0,No Formal Qualifications,Below_Average
EF95-30A5,Male,23,Some Travel,Technology,37,CA,White,Business Studies,Senior Software Engineer,Single,57603,0,No,No,3,0,1,1,Masters ,Below_Average
86E9-319B,Male,24,No Travel ,Technology,21,NY,White,Information Systems,Software Engineer,Single,26451,0,No,No,3,1,1,3,Bachelors ,Below_Average
9C27-3F5C,Female,24,Some Travel,Technology,20,CA,White,Computer Science,Software Engineer,Divorced,32930,2,Yes,No,3,3,3,0,No Formal Qualifications,Below_Average
54D0-5A71,Male,24,Some Travel,Technology,9,CA,White,Business Studies,Software Engineer,Married,33443,1,Yes,No,3,3,3,0,Bachelors ,Below_Average
3044-EB49,Male,23,Some Travel,Sales,44,NY,White,Economics,Sales Executive,Married,100314,3,Yes,No,3,2,3,3,High School ,Below_Average
C560-23D6,Non-Binary,23,Some Travel,Technology,20,CA,White,Computer Science,Software Engineer,Divorced,45995,1,No,No,3,1,1,2,No Formal Qualifications,Below_Average
